"gene_id","class","toxin_family","Ctzot-CLP2364","Ctzot-CLP2366","Ctzot-CLP2383","Ctzot-CLP2903","Average"
"ngenContig2100||sp|Q9Y223.1|","Nontoxin","NT",84.44,32.06,57.21,47.23,55.235
"ngenContig2106||Nontoxin_ChorrA_NADHDehydro-1C2_xng","Nontoxin","NT",39.43,91.31,51.02,99.44,70.3
"ngenContig2107||Nontoxin_ChorrA_NADHDehydro1-C2_xng","Nontoxin","NT",27.42,44.26,19.79,45.55,34.255
"ngenContig2110||291255at32523__zf-LITAF-like","Nontoxin","NT",21.4,25.53,10.35,56.52,28.45
"ngenContig2113||232416at32523","Nontoxin","NT",30.83,24.8,40.62,40.14,34.0975
"ngenContig2114||Nontoxin_ChorrA_Vtype-d1_xng","Nontoxin","NT",15.12,11.37,7.87,22.58,14.235
"ngenContig2115||Nontoxin_ChorrA_Aspartyl-tRNASyn_xng","Nontoxin","NT",26.16,20.62,28.04,31.23,26.5125
"ngenContig2116||Nontoxin_ChorrA_Bifunctional_xng","Nontoxin","NT",18.93,45.82,25.31,64.89,38.7375
"ngenContig2118||YjeF_N","Nontoxin","NT",26.44,15.82,25.7,47.23,28.7975
"ngenContig2119||Nontoxin_ChorrA_AldehydeDH2_xng","Nontoxin","NT",33.18,26.13,28.52,45.16,33.2475
"ngenContig2121||Nontoxin_ChorrA_HyalBind4_xng","Nontoxin","NT",51.57,60.32,68.78,66.43,61.775
"ngenContig2123||Nontoxin_ChorrA_Geminin_xng","Nontoxin","NT",11.56,4.45,101.13,57.87,43.7525
"ngenContig2125||Nontoxin_ChorrA_pleckA2_1f2447","Nontoxin","NT",22,14.46,23.31,116.9,44.1675
"ngenContig2126||Troponin","Nontoxin","NT",54.52,6.14,50.19,0,27.7125
"ngenContig2129||144000at32523__DnaJ","Nontoxin","NT",21.32,19.79,15.73,27.02,20.965
"ngenContig2135||240680at32523","Nontoxin","NT",51.91,20.94,24.85,63.87,40.3925
"ngenContig2138||Nontoxin_ChorrA_CleftTm1_1f3662","Nontoxin","NT",34.81,58.44,56.99,33.62,45.965
"ngenContig2139||254239at32523__Utp11","Nontoxin","NT",26.71,49.87,35.64,79.23,47.8625
"ngenContig2140||Nontoxin_ChorrA_rBAT_xng","Nontoxin","NT",55.94,46.83,53.29,37.87,48.4825
"ngenContig2141||Nontoxin_ChorrA_ThymicStromal_xng","Nontoxin","NT",54.04,57.31,35.37,38.98,46.425
"ngenContig2147||Nontoxin_ChorrA_TMP147_xng","Nontoxin","NT",61.56,43.01,108.94,77.87,72.845
"ngenContig2148||107411at32523","Nontoxin","NT",12.27,18.8,20.24,51.84,25.7875
"ngenContig2149||sp|P10897.2|","Nontoxin","NT",28.95,50.23,33.47,15.72,32.0925
"ngenContig2149||sp|Q99417.3|","Nontoxin","NT",43.02,56.54,73.73,42.47,53.94
"ngenContig2150||Nontoxin_ChorrA_CytCO6A1_xng","Nontoxin","NT",192.16,186.16,173.5,214.93,191.6875
"ngenContig2151||Nontoxin_ChorrA_MIP18_xng","Nontoxin","NT",32.1,38.24,24.53,69.1,40.9925
"ngenContig2152||Nontoxin_ChorrA_RetinolDH16_xng","Nontoxin","NT",52.8,9.21,34.4,58.72,38.7825
"ngenContig2155||Nontoxin_ChorrA_UbConjE2L3_xng","Nontoxin","NT",111.53,93.68,169.14,126.23,125.145
"ngenContig2155||sp|A5A6J1.1|","Nontoxin","NT",24.89,0,217.35,1.07,60.8275
"ngenContig2156||144423at32523__Tubulin","Nontoxin","NT",15.13,22.77,15.06,38.89,22.9625
"ngenContig2157||JTB","Nontoxin","NT",29.32,36.05,48.41,37.2,37.745
"ngenContig2158||Nontoxin_ChorrA_Epimerase_xng","Nontoxin","NT",79.24,95.07,106.4,66.75,86.865
"ngenContig2161||Nontoxin_ChorrA_CystathioneBSyn_xng","Nontoxin","NT",52.85,43,49.1,46.79,47.935
"ngenContig2162||Nontoxin_ChorrA_14-3-3-z_xng","Nontoxin","NT",58.54,82.8,117.3,53.5,78.035
"ngenContig2165||Nontoxin_ChorrA_C19orf47_xng","Nontoxin","NT",12.66,17.53,11.38,21.75,15.83
"ngenContig2166||sp|P47897|SYQ_HUMAN","Nontoxin","NT",17.61,27.27,16.32,33.57,23.6925
"ngenContig2167||Nontoxin_ChorrA_TIF-3L_xng","Nontoxin","NT",39.21,50.68,57.96,54.96,50.7025
"ngenContig216||sp|Q9CR88|RT14_MOUSE","Nontoxin","NT",32.82,28.04,69.12,41.81,42.9475
"ngenContig2171||Nontoxin_ChorrA_ATPSyn-g_xng","Nontoxin","NT",215,264.77,220.01,255.63,238.8525
"ngenContig2172||Nontoxin_ChorrA_SuperoxideDismutase_xng","Nontoxin","NT",153.84,176.49,185.88,156.11,168.08
"ngenContig2173||Nontoxin_ChorrA_ADP-ribosylation4_xng","Nontoxin","NT",67.06,101.48,47.33,42.57,64.61
"ngenContig2178||Nontoxin_ChorrA_Aminoacyl-tRNASyn_xng","Nontoxin","NT",60.75,79.43,85.77,55.89,70.46
"ngenContig2179||sp|Q9NZ63|TLS1_HUMAN","Nontoxin","NT",62.45,38.54,36.7,67.49,51.295
"ngenContig2181||sp|P13716|HEM2_HUMAN","Nontoxin","NT",14.3,17.26,20.76,48.57,25.2225
"ngenContig2184||sp|Q922J9.1|","Nontoxin","NT",65.79,42,72.5,24.37,51.165
"ngenContig2188||Nontoxin_ChorrA_SerThrPP2A-b_xng","Nontoxin","NT",44.88,31.74,33.14,34.27,36.0075
"ngenContig2192||Nontoxin_ChorrA_SuccCoALig_xng","Nontoxin","NT",5.03,0.98,1.59,9.77,4.3425
"ngenContig2193||207164at32523","Nontoxin","NT",27.17,27.47,23.85,35.02,28.3775
"ngenContig2194||Nontoxin_ChorrA_Cytb-c1-6_xng","Nontoxin","NT",323.42,340.84,559.02,253.8,369.27
"ngenContig2197||Nontoxin_ChorrA_SignalRec14_xng","Nontoxin","NT",49.76,83.79,68.16,107.34,77.2625
"ngenContig2200||Nontoxin_ChorrA_ATPSyn-d_xng","Nontoxin","NT",127.16,187.11,169.03,101.12,146.105
"ngenContig2201||Nontoxin_ChorrA_HSP10_xng","Nontoxin","NT",61.7,113.86,160.66,122.35,114.6425
"ngenContig2202||Nontoxin_ChorrA_TyrptRNASyn_1f3487","Nontoxin","NT",50.3,86.01,78.23,46.9,65.36
"ngenContig2202||sp|A2AJ15.1|","Nontoxin","NT",31.5,21.09,27.41,24.2,26.05
"ngenContig2204||246399at32523","Nontoxin","NT",69,70.49,106.82,44.67,72.745
"ngenContig2204||Nontoxin_ChorrA_UbLigMARCH5_xng","Nontoxin","NT",28.28,32.76,31.12,60.9,38.265
"ngenContig2205||Nontoxin_ChorrA_RibonucleosideM2_xng","Nontoxin","NT",1.35,1.32,39.07,52.63,23.5925
"ngenContig2209||Nontoxin_ChorrA_Seryl-tRNASyn_xng","Nontoxin","NT",42.96,52.87,37.46,54.08,46.8425
"ngenContig2210||Nontoxin_ChorrA_selenoproteinU_1f4831","Nontoxin","NT",41.79,33.36,50.17,27.6,38.23
"ngenContig2213||Nontoxin_ChorrA_HistoneH2A-2_xng","Nontoxin","NT",10.31,14.08,43.06,36.07,25.88
"ngenContig2214||167904at32523__Peptidase_M16","Nontoxin","NT",75.65,82.56,60.87,101.77,80.2125
"ngenContig2214||Nontoxin_ChorrA_CasKin2b_1f3077","Nontoxin","NT",56.49,61.55,61.03,48.54,56.9025
"ngenContig2215||sp|O95881|TXD12_HUMAN","Nontoxin","NT",130.34,116.52,116.87,85.05,112.195
"ngenContig2219||Nontoxin_ChorrA_Sequestosome1_xng","Nontoxin","NT",36.5,36.85,23.83,25.86,30.76
"ngenContig2222||Nontoxin_ChorrA_PITH_xng","Nontoxin","NT",59.57,91.31,83.63,65.79,75.075
"ngenContig2225||Nontoxin_ChorrA_NovUbi_1f801","Nontoxin","NT",84.52,99.73,141.29,130.29,113.9575
"ngenContig2232||Nontoxin_ChorrA_Mortal4_1f2396","Nontoxin","NT",26.91,36.87,51.34,42.41,39.3825
"ngenContig2234||188969at32523__MAP7","Nontoxin","NT",40.97,52.89,43.38,43.07,45.0775
"ngenContig2234||B12D","Nontoxin","NT",120.43,123.1,93.9,228.54,141.4925
"ngenContig2235||Nontoxin_ChorrA_CystathioneLyase_xng","Nontoxin","NT",55.53,73.4,33.27,44.26,51.615
"ngenContig2236||sp|Q12931|TRAP1_HUMAN","Nontoxin","NT",28.84,34.27,26.74,40.41,32.565
"ngenContig2237||sp|Q3ZBT6|TRA2B_BOVIN","Nontoxin","NT",16.69,26.2,37.39,30,27.57
"ngenContig2241||Nontoxin_ChorrA_Proteasome-a1_xng","Nontoxin","NT",51.82,52.48,52.61,57.18,53.5225
"ngenContig2242||Nontoxin_ChorrA_Capping-b_xng","Nontoxin","NT",55.1,73.97,60.76,58.12,61.9875
"ngenContig2242||sp|Q9NYL9.1|","Nontoxin","NT",43.51,22.67,30.43,31.65,32.065
"ngenContig2243||Nontoxin_ChorrA_NADHDehydroFeS7_xng","Nontoxin","NT",50.85,74.81,79.71,75.46,70.2075
"ngenContig2244||Nontoxin_ChorrA_TerminalInteracting_xng","Nontoxin","NT",21.02,25.15,24.72,64.41,33.825
"ngenContig2245||sp|P02615.1|","Nontoxin","NT",866.18,145.24,1007.31,1.65,505.095
"ngenContig2246||Nontoxin_ChorrA_PPCTI-FKBP2_e449","Nontoxin","NT",165.2,103.22,126.85,126.49,130.44
"ngenContig2248||Nontoxin_ChorrA_mRpS21_xng","Nontoxin","NT",143.15,140.1,259.45,189.53,183.0575
"ngenContig2249||Nontoxin_ChorrA_Proteasome-a7_xng","Nontoxin","NT",66.64,124.54,123.14,82.75,99.2675
"ngenContig2251||Nontoxin_ChorrA_Surfeit4_xng","Nontoxin","NT",60.45,85.4,146.1,85.81,94.44
"ngenContig2252||Nontoxin_ChorrA_TMP39A_xng","Nontoxin","NT",32.6,64.24,43.18,36.76,44.195
"ngenContig2253||Nontoxin_ChorrA_Adipocyte_xng","Nontoxin","NT",38.05,53.93,59.41,30.1,45.3725
"ngenContig2254||Nontoxin_ChorrA_Bifunctional-PURH_xng","Nontoxin","NT",38.95,25.84,33,39.29,34.27
"ngenContig2255||sp|P31408|VATB2_BOVIN","Nontoxin","NT",56.24,52.06,29.21,48.58,46.5225
"ngenContig2255||sp|Q9BZQ6.2|","Nontoxin","NT",24.95,18.31,32.07,14.56,22.4725
"ngenContig2256||Nontoxin_ChorrA_FAM84A_1f10214","Nontoxin","NT",21.63,23.25,18.27,47.03,27.545
"ngenContig2257||Nontoxin_ChorrA_AdrenergicReceptor-a2_xng","Nontoxin","NT",29.46,35.44,18.93,31.36,28.7975
"ngenContig2258||Nontoxin_ChorrA_KeratinAsc2_1f1246","Nontoxin","NT",222.55,211.55,215.09,109.96,189.7875
"ngenContig2259||Nontoxin_ChorrA_FerritinLight_xng","Nontoxin","NT",187.72,116.75,260.1,101.88,166.6125
"ngenContig2260||Nontoxin_ChorrA_TMP-C10orf57_xng","Nontoxin","NT",29.43,13.14,42.65,76.05,40.3175
"ngenContig2262||Nontoxin_ChorrA_dnaJA2_1f2354","Nontoxin","NT",41.45,39.22,42.35,45.2,42.055
"ngenContig2262||sp|Q3T147.1|","Nontoxin","NT",33.55,56.32,38.86,62.03,47.69
"ngenContig2264||sp|Q4R4P3|CYBP_MACFA","Nontoxin","NT",47.94,51.5,81.07,48.21,57.18
"ngenContig2266||sp|Q02253|MMSA_RAT","Nontoxin","NT",64.92,53.1,46.65,44.8,52.3675
"ngenContig2267||Nontoxin_ChorrA_DNAPoly-d-2_xng","Nontoxin","NT",9.69,10.77,10.52,37.01,16.9975
"ngenContig2275||Nontoxin_ChorrA_Rieske_xng","Nontoxin","NT",62.83,77.41,59.73,81.97,70.485
"ngenContig2276||37398at32523","Nontoxin","NT",48.35,55.1,60.01,47.1,52.64
"ngenContig2282||Nontoxin_ChorrA_Prohibitin2_xng","Nontoxin","NT",35.86,46.94,66.26,74.13,55.7975
"ngenContig2286||MRP-S24","Nontoxin","NT",62.61,71.19,122.25,118.11,93.54
"ngenContig2287||sp|Q8BXN9.1|","Nontoxin","NT",50.97,45.11,58.65,22.68,44.3525
"ngenContig228||Nontoxin_ChorrA_tRNA-MT112_xng","Nontoxin","NT",24.68,41.19,46.76,24.1,34.1825
"ngenContig2293||Nontoxin_ChorrA_PGMutase1_xng","Nontoxin","NT",21.6,27.15,40.11,60.5,37.34
"ngenContig2294||Nontoxin_ChorrA_C14orf166_xng","Nontoxin","NT",49.48,54.84,105.07,66.82,69.0525
"ngenContig2299||217270at32523__LRR_8","Nontoxin","NT",0,0,0,0,0
"ngenContig2300||Nontoxin_ChorrA_DJ1_1f1761","Nontoxin","NT",116.93,118.03,92.97,115.42,110.8375
"ngenContig2301||Nontoxin_ChorrA_ProstaglandinESyn3_xng","Nontoxin","NT",35.53,37.63,29.69,33.59,34.11
"ngenContig2309||Nontoxin_ChorrA_C19orf10_xng","Nontoxin","NT",57.79,94.17,68.13,99.2,79.8225
"ngenContig2310||Nontoxin_ChorrA_PeptidaseD_xng","Nontoxin","NT",22.16,27.75,27,36.88,28.4475
"ngenContig2315||256267at32523__RRM_1","Nontoxin","NT",6.78,30.96,3.95,4.58,11.5675
"ngenContig2317||Nontoxin_ChorrA_14-3-3-e_xng","Nontoxin","NT",54.82,64.99,75.93,86.95,70.6725
"ngenContig2322||sp|Q92038|ACOD_CYPCA","Nontoxin","NT",30.79,15.53,33.08,29.04,27.11
"ngenContig2324||291175at32523","Nontoxin","NT",30.98,85.2,160.79,92.48,92.3625
"ngenContig2325||Nontoxin_ChorrA_RER1_xng","Nontoxin","NT",76.8,92.52,128.76,129.27,106.8375
"ngenContig2328||sp|Q1LZB0|DDRGK_BOVIN","Nontoxin","NT",56.04,69.82,125.46,92.48,85.95
"ngenContig2329||Nontoxin_ChorrA_transketolase_1f2448","Nontoxin","NT",30.64,30.52,34.82,43.65,34.9075
"ngenContig2331||Nontoxin_ChorrA_AP-2-mu_xng","Nontoxin","NT",30.76,31.74,45.36,67.71,43.8925
"ngenContig2334||Nontoxin_ChorrA_Tim8A_xng","Nontoxin","NT",12.55,36.58,39.63,80.65,42.3525
"ngenContig2335||Nontoxin_ChorrA_PCTP_1f1200","Nontoxin","NT",51,83.33,51.32,63.25,62.225
"ngenContig2342||Nontoxin_ChorrA_Calponin3_xng","Nontoxin","NT",54.07,19.25,23.19,49.41,36.48
"ngenContig2344||Nontoxin_ChorrA_RNABind8A_xng","Nontoxin","NT",67.03,69.21,94.5,109.05,84.9475
"ngenContig2345||Nontoxin_ChorrA_Transaldolase_xng","Nontoxin","NT",29.55,47.51,69.66,68.78,53.875
"ngenContig2348||187823at32523","Nontoxin","NT",23.87,28.57,23.56,42.26,29.565
"ngenContig2349||Nontoxin_ChorrA_FGFR1_xng","Nontoxin","NT",27.1,29.93,35.2,28.03,30.065
"ngenContig2356||288987at32523","Nontoxin","NT",84.16,135.27,68.14,80.92,92.1225
"ngenContig2356||sp|Q99K48.3|","Nontoxin","NT",18.89,19.97,17.84,47.03,25.9325
"ngenContig2357||Nontoxin_ChorrA_MGAGAT_xng","Nontoxin","NT",16.04,21.64,13.71,25.01,19.1
"ngenContig2358||Nontoxin_ChorrA_GTPBindingSAR1a_xng","Nontoxin","NT",25.34,48.5,47.53,23.12,36.1225
"ngenContig2359||Nontoxin_ChorrA_OSTC_xng","Nontoxin","NT",92.25,126.36,132.55,55.49,101.6625
"ngenContig235||225823at32523","Nontoxin","NT",19.25,11.43,16.08,19.13,16.4725
"ngenContig2360||Nontoxin_ChorrA_UbConjE2D3_xng","Nontoxin","NT",62.41,83.25,66.11,59.17,67.735
"ngenContig2367||Nontoxin_ChorrA_Sulfotransferase1A1_xng","Nontoxin","NT",46.41,47.11,51.86,42.4,46.945
"ngenContig236||234005at32523","Nontoxin","NT",18.26,12.61,6.2,13.17,12.56
"ngenContig2371||Nontoxin_ChorrA_Galectin1_xng","Nontoxin","NT",207.03,90.79,472.9,106.93,219.4125
"ngenContig2372||Nontoxin_ChorrA_LysosomalTMP4A_xng","Nontoxin","NT",129.58,117.9,172.2,100.93,130.1525
"ngenContig2373||sp|Q3T0Z8|RUXF_BOVIN","Nontoxin","NT",33.98,51.39,31.2,64.57,45.285
"ngenContig2376||sp|Q04870.1|","Nontoxin","NT",23.41,32.24,29.17,19.97,26.1975
"ngenContig2377||Nontoxin_ChorrA_Ribonuclease-k_xng","Nontoxin","NT",90.38,50.3,47.86,90.38,69.73
"ngenContig2379||sp|A4K526|TM256_BUFGR","Nontoxin","NT",45.14,45.73,70.91,108.4,67.545
"ngenContig237||sp|P67962.1|","Nontoxin","NT",19.66,14.31,18.59,14.71,16.8175
"ngenContig237||sp|Q5EAC5.1|","Nontoxin","NT",12.82,16.15,14.53,13.5,14.25
"ngenContig2380||Nontoxin_ChorrA_Profilin2_xng","Nontoxin","NT",20.56,32,39.1,39.25,32.7275
"ngenContig2382||sp|A1A4Q4|TMA7_BOVIN","Nontoxin","NT",359.19,434.27,575.68,359.01,432.0375
"ngenContig2383||Nontoxin_ChorrA_NADHDehydro-1b9_xng","Nontoxin","NT",87.78,145.11,89.29,123.69,111.4675
"ngenContig2384||Nontoxin_ChorrA_Claudin15_xng","Nontoxin","NT",20.03,11.42,17.75,30.13,19.8325
"ngenContig2388||Nontoxin_ChorrA_MemSpanning4-2_xng","Nontoxin","NT",58.88,94.04,73.78,59.71,71.6025
"ngenContig238||Nontoxin_ChorrA_CCDC124_xng","Nontoxin","NT",6.76,5.23,5.81,26.3,11.025
"ngenContig2391||Nontoxin_ChorrA_ATPSynO_xng","Nontoxin","NT",120.89,188.02,213.66,131.69,163.565
"ngenContig2392||253283at32523__Trypsin","Nontoxin","NT",3.4,5.71,2.61,25.29,9.2525
"ngenContig2396||sp|Q8K3X2|FCL_CRIGR","Nontoxin","NT",38.82,51.19,65.48,62.69,54.545
"ngenContig2399||Nontoxin_ChorrA_VIP36_1f1138","Nontoxin","NT",111.24,115.83,132.79,58.29,104.5375
"ngenContig2400||Nontoxin_ChorrA_WD5_xng","Nontoxin","NT",20.63,25.48,32.26,36.49,28.715
"ngenContig2412||sp|Q32LK2|CYTM1_BOVIN","Nontoxin","NT",104.42,125.39,81.86,104.25,103.98
"ngenContig2414||sp|P09654|VIME_CHICK","Nontoxin","NT",88.5,60.31,130.63,52.45,82.9725
"ngenContig2415||Nontoxin_ChorrA_NADHDehydro-1a13_xng","Nontoxin","NT",72.7,96.78,100.34,115.6,96.355
"ngenContig2417||Nontoxin_ChorrA_PrenRab1_1f1912","Nontoxin","NT",39.96,58.75,48.6,57.55,51.215
"ngenContig2419||Nontoxin_ChorrA_GST-P_xng","Nontoxin","NT",85.94,155.55,94.65,133.71,117.4625
"ngenContig241||Nontoxin_ChorrA_mRpL16_xng","Nontoxin","NT",15.57,18.59,12.56,19.15,16.4675
"ngenContig2421||Nontoxin_ChorrA_TIF3-G_xng","Nontoxin","NT",57.25,96.92,65.66,107.72,81.8875
"ngenContig2423||Nontoxin_ChorrA_ELL-2_xng","Nontoxin","NT",41.96,53.28,47.73,60.99,50.99
"ngenContig2425||Nontoxin_ChorrA_ADE2_xng","Nontoxin","NT",11.6,18.31,32.56,34.55,24.255
"ngenContig2426||Nontoxin_ChorrA_RibonucleaseInh_xng","Nontoxin","NT",29.5,28.45,44.32,46.81,37.27
"ngenContig2429||144308at32523","Nontoxin","NT",22.47,19.29,12.02,10.07,15.9625
"ngenContig2429||Nontoxin_ChorrA_ATPSynLipid-1_xng","Nontoxin","NT",114.2,166.51,100.53,162.38,135.905
"ngenContig2431||104395at32523__RRM_1","Nontoxin","NT",49.76,28.58,0,69.18,36.88
"ngenContig2431||sp|P85834|EFTU_RAT","Nontoxin","NT",24.68,35.51,41.29,40.3,35.445
"ngenContig2435||MINDY_DUB","Nontoxin","NT",31.05,29.74,33.12,35.75,32.415
"ngenContig2436||sp|O62768|TRXR1_BOVIN","Nontoxin","NT",14.06,49.75,35.72,34.92,33.6125
"ngenContig2437||Nontoxin_ChorrA_CalbindinD28K_xng","Nontoxin","NT",149.54,88.55,140,53.13,107.805
"ngenContig2438||Nontoxin_ChorrA_Protease8_xng","Nontoxin","NT",30.17,46.63,74.15,48.34,49.8225
"ngenContig2439||Nontoxin_ChorrA_AspAminoTrans1_xng","Nontoxin","NT",31.27,59.29,47.94,53.3,47.95
"ngenContig243||283327at32523__MRP-S35","Nontoxin","NT",40.71,26.95,29.97,42.46,35.0225
"ngenContig2441||sp|Q9CQI7.1|","Nontoxin","NT",11.27,13.36,16.71,10,12.835
"ngenContig2444||Nontoxin_ChorrA_MalateDH_xng","Nontoxin","NT",44.89,80.83,107.49,68.94,75.5375
"ngenContig2446||sp|Q28CH8|YIPF6_XENTR","Nontoxin","NT",38.89,61.97,53.14,35.57,47.3925
"ngenContig2450||Nontoxin_ChorrA_CAAXProtease_xng","Nontoxin","NT",27.03,32.61,47.26,33.2,35.025
"ngenContig2454||Nontoxin_ChorrA_CytcCOIV_xng","Nontoxin","NT",97.62,99.39,156.84,123.17,119.255
"ngenContig2455||Nontoxin_ChorrA_COP9_xng","Nontoxin","NT",32.36,38.7,25.67,36.59,33.33
"ngenContig2456||sp|A6NLP5|TTC36_HUMAN","Nontoxin","NT",137.03,188.65,97.17,116.81,134.915
"ngenContig2459||265149at32523__E1_DerP2_DerF2","Nontoxin","NT",27.29,24.37,25.64,33.03,27.5825
"ngenContig2459||Nontoxin_ChorrA_RNAHelicaseDDX1_xng","Nontoxin","NT",29.92,47.18,46.74,34.31,39.5375
"ngenContig2464||sp|O08795|GLU2B_MOUSE","Nontoxin","NT",29.77,37.05,70.95,35.39,43.29
"ngenContig2465||sp|P49755|TMEDA_HUMAN","Nontoxin","NT",99.1,100.11,118.84,99.43,104.37
"ngenContig2466||Nontoxin_ChorrA_Rap-1A_xng","Nontoxin","NT",49.11,43.94,51.76,40.9,46.4275
"ngenContig2468||Nontoxin_ChorrA_VType-e1_xng","Nontoxin","NT",246.12,116.98,335.32,253.38,237.95
"ngenContig2472||sp|P12787|COX5A_MOUSE","Nontoxin","NT",40.7,77.61,76.52,68.06,65.7225
"ngenContig2474||Nontoxin_ChorrA_IST1_xng","Nontoxin","NT",26.24,34.81,24.71,45.3,32.765
"ngenContig2474||sp|P54578.3|","Nontoxin","NT",20.88,24.87,30.71,20.99,24.3625
"ngenContig2476||Nontoxin_ChorrA_Nexin12_xng","Nontoxin","NT",33.48,34.15,38.81,59.51,41.4875
"ngenContig2477||138400at32523","Nontoxin","NT",23.33,23.5,22.61,18.59,22.0075
"ngenContig2477||Nontoxin_ChorrA_GlnSyn_xng","Nontoxin","NT",51.12,29.62,55.82,58.27,48.7075
"ngenContig2478||Nontoxin_ChorrA_Methylosome-pICIn_xng","Nontoxin","NT",19.8,19.81,28.8,28.09,24.125
"ngenContig2481||224090at32523__Scramblase","Nontoxin","NT",34.71,25.54,44.52,41.19,36.49
"ngenContig2486||IATP","Nontoxin","NT",141.28,201.08,347.28,245.6,233.81
"ngenContig2487||Nontoxin_ChorrA_ATPSyn-b2_xng","Nontoxin","NT",84.35,115.4,128.25,83.78,102.945
"ngenContig2489||Nontoxin_ChorrA_3bHDDIsom_xng","Nontoxin","NT",120.36,109.26,62.19,57.73,87.385
"ngenContig2490||Nontoxin_ChorrA_Proteasome-a3_xng","Nontoxin","NT",76.89,154.45,145.81,106.28,120.8575
"ngenContig2495||Nontoxin_ChorrA_VType-F_xng","Nontoxin","NT",93.38,77.86,115.92,127.34,103.625
"ngenContig2499||Nontoxin_ChorrA_Tetraspanin13_xng","Nontoxin","NT",81.26,70.91,280.67,66.1,124.735
"ngenContig2500||Nontoxin_ChorrA_Proteasome-a5_xng","Nontoxin","NT",51.33,72.44,92.18,76.4,73.0875
"ngenContig2503||Nontoxin_ChorrA_OrnithinAminoTrans_xng","Nontoxin","NT",47.43,105.37,106.36,45.16,76.08
"ngenContig2503||sp|Q5ZJN1.1|","Nontoxin","NT",28.99,23.09,43.71,30.03,31.455
"ngenContig2506||Nontoxin_ChorrA_UbLigRNF181_xng","Nontoxin","NT",56.72,39.22,61.12,149.39,76.6125
"ngenContig2508||sp|P30043|BLVRB_HUMAN","Nontoxin","NT",17.74,21.7,19.44,44.59,25.8675
"ngenContig2509||Nontoxin_ChorrA_TransformingRhoA-1_xng","Nontoxin","NT",55.32,71.4,74.93,66.53,67.045
"ngenContig2511||187973at32523__Gal-bind_lectin","Nontoxin","NT",60.47,46.2,10.69,43.14,40.125
"ngenContig2512||Nontoxin_ChorrA_UbFusionDeg1_xng","Nontoxin","NT",40.85,79.1,63.65,46.42,57.505
"ngenContig2514||Nontoxin_ChorrA_CellCycle50B_xng","Nontoxin","NT",19.25,13.38,17.98,40.55,22.79
"ngenContig2515||Nontoxin_ChorrA_RANBinding_xng","Nontoxin","NT",35.94,34.97,56.24,66.52,48.4175
"ngenContig2518||Nontoxin_ChorrA_SulfurTransferase_xng","Nontoxin","NT",27.49,27.76,32.34,48.33,33.98
"ngenContig2522||Nontoxin_ChorrA_DyneinLight1_xng","Nontoxin","NT",65.93,64.13,150.7,139.63,105.0975
"ngenContig2525||sp|Q0II25|POP7_BOVIN","Nontoxin","NT",29.61,29.51,18.4,123.74,50.315
"ngenContig2526||Nontoxin_ChorrA_ATPaseV1-G3_xng","Nontoxin","NT",249.43,153.56,320.31,215.31,234.6525
"ngenContig2528||Nontoxin_ChorrA_TF-ATF-5_xng","Nontoxin","NT",16.08,31.86,23.66,43.51,28.7775
"ngenContig2534||Nontoxin_ChorrA_AP-2-sigma_xng","Nontoxin","NT",60.14,69.28,94.41,86.17,77.5
"ngenContig2537||Nontoxin_ChorrA_HistoneH3-2_xng","Nontoxin","NT",248.42,137.87,121.6,235.14,185.7575
"ngenContig2538||Nontoxin_ChorrA_NSA2_xng","Nontoxin","NT",106.43,91.24,99.6,94.94,98.0525
"ngenContig2539||215463at32523","Nontoxin","NT",24.84,28.67,47.62,31.05,33.045
"ngenContig2542||Nontoxin_ChorrA_SPhaseKin_xng","Nontoxin","NT",39.79,66.09,74.45,58.54,59.7175
"ngenContig2544||293250at32523__RRM_1","Nontoxin","NT",53.99,62.03,92.79,78.76,71.8925
"ngenContig2546||167904at32523__Peptidase_M16_C","Nontoxin","NT",48.71,40.28,36.65,48.97,43.6525
"ngenContig2547||Nontoxin_ChorrA_TIF-2-1-1_xng","Nontoxin","NT",28.92,41.22,55.48,43.05,42.1675
"ngenContig2557||Nontoxin_ChorrA_NEDD4-1_xng","Nontoxin","NT",72.85,54.87,74.51,41.22,60.8625
"ngenContig2558||sp|O75907|DGAT1_HUMAN","Nontoxin","NT",12.58,12.33,9.69,24.86,14.865
"ngenContig2559||Nontoxin_ChorrA_NEF-SIL1_xng","Nontoxin","NT",108.49,148.71,167.3,62.8,121.825
"ngenContig2561||199337at32523","Nontoxin","NT",23.97,22.7,20.66,24.26,22.8975
"ngenContig2562||sp|Q9D1M7|FKB11_MOUSE","Nontoxin","NT",181.3,243.64,165.48,175,191.355
"ngenContig2563||Nontoxin_ChorrA_Proteasome-a6_xng","Nontoxin","NT",76,115.99,88.89,86.7,91.895
"ngenContig2564||sp|Q9DEA3|PCNA_CHICK","Nontoxin","NT",2.7,6.78,39.4,62.77,27.9125
"ngenContig2571||282898at32523","Nontoxin","NT",16.03,45.93,15.87,29.18,26.7525
"ngenContig2571||Nontoxin_ChorrA_NEFAnuc_1f2305","Nontoxin","NT",36.75,43.79,37.9,52.65,42.7725
"ngenContig2573||sp|A2VE14|SAE1_BOVIN","Nontoxin","NT",30.56,39.85,41.98,83.1,48.8725
"ngenContig2574||Nontoxin_ChorrA_TOM20_xng","Nontoxin","NT",85.43,72.12,93.42,92.98,85.9875
