"gene_id","class","toxin_family","Csasa-LIAP244","Average"
"ngenContig670||178746at32523__GRASP55_65","Nontoxin","NT",67.28,67.28
"ngenContig671||sp|Q5R4J1.2|","Nontoxin","NT",75.81,75.81
"ngenContig673||sp|Q148F1.1|","Nontoxin","NT",64.07,64.07
"ngenContig674||sp|O95166.1|","Nontoxin","NT",75.98,75.98
"ngenContig676||sp|P67883.2|","Nontoxin","NT",430.37,430.37
"ngenContig677||sp|O43776.1|","Nontoxin","NT",30.47,30.47
"ngenContig678||160273at32523__DEAD","Nontoxin","NT",54.08,54.08
"ngenContig681||sp|O18840.3|","Nontoxin","NT",60.33,60.33
"ngenContig683||sp|Q9R0Q3.1|","Nontoxin","NT",122.84,122.84
"ngenContig687||sp|P80513.2|","Nontoxin","NT",399.75,399.75
"ngenContig695||sp|P42677.3|","Nontoxin","NT",208.96,208.96
"ngenContig696||Ribosomal_S13","Nontoxin","NT",280.1,280.1
"ngenContig736||sp|P61010.1|","Nontoxin","NT",65.86,65.86
"ngenContig737||Ribosomal_L23eN","Nontoxin","NT",263.8,263.8
"ngenContig739||224090at32523__Scramblase","Nontoxin","NT",63.8,63.8
"ngenContig741||sp|P02316.2|","Nontoxin","NT",76.6,76.6
"ngenContig753||Gag_p30","Nontoxin","NT",64.95,64.95
"ngenContig754||sp|Q13217.1|","Nontoxin","NT",104.06,104.06
"ngenContig756||sp|P19120.2|","Nontoxin","NT",78.7,78.7
"ngenContig763||sp|F1PJP5.3|","Nontoxin","NT",123.93,123.93
"ngenContig764||Ribosomal_S26e","Nontoxin","NT",380.71,380.71
"ngenContig768||sp|A6QLG5.1|","Nontoxin","NT",417.06,417.06
"ngenContig772||sp|P61927.2|","Nontoxin","NT",586.81,586.81
"ngenContig779||218925at32523","Nontoxin","NT",95.89,95.89
"ngenContig780||sp|Q05084.2|","Nontoxin","NT",44.17,44.17
"ngenContig781||282478at32523__ubiquitin","Nontoxin","NT",732.52,732.52
"ngenContig782||sp|P0CG47.1|","Nontoxin","NT",371.11,371.11
"ngenContig785||Calreticulin","Nontoxin","NT",1412.52,1412.52
"ngenContig798||sp|Q8CFV9.2|","Nontoxin","NT",91.8,91.8
"ngenContig807||sp|Q32M00.1|","Nontoxin","NT",114.12,114.12
"ngenContig810||sp|Q8N1S5.3|","Nontoxin","NT",21.06,21.06
"ngenContig812||sp|P68254.1|","Nontoxin","NT",156.47,156.47
"ngenContig816||sp|O75534.2|","Nontoxin","NT",51.27,51.27
"ngenContig817||sp|P63220.1|","Nontoxin","NT",610.86,610.86
"ngenContig821||sp|E2RR58.1|","Nontoxin","NT",285.79,285.79
"ngenContig822||sp|P61213.1|","Nontoxin","NT",100.51,100.51
"ngenContig823||sp|P27118.1|","Nontoxin","NT",55.63,55.63
"ngenContig827||sp|P08267.2|","Nontoxin","NT",211.58,211.58
"ngenContig828||sp|Q63081.2|","Nontoxin","NT",250.34,250.34
"ngenContig834||295457at32523","Nontoxin","NT",150.98,150.98
"ngenContig835||184337at32523","Nontoxin","NT",44.67,44.67
"ngenContig836||sp|Q56K10.3|","Nontoxin","NT",727.72,727.72
"ngenContig83||301160at32523","Nontoxin","NT",69.6,69.6
"ngenContig876||sp|P62273.2|","Nontoxin","NT",182.52,182.52
"ngenContig892||TMA7","Nontoxin","NT",316.56,316.56
"ngenContig893||sp|Q6NUT7.1|","Nontoxin","NT",53.23,53.23
"ngenContig894||sp|P39019.2|","Nontoxin","NT",708.57,708.57
"ngenContig909||sp|Q98TX2.3|","Nontoxin","NT",597.54,597.54
"ngenContig914||sp|Q69CJ9.3|","Nontoxin","NT",814.84,814.84
"ngenContig916||sp|B5FXT6.1|","Nontoxin","NT",1802.84,1802.84
"ngenContig91||sp|Q5ZKC9.1|","Nontoxin","NT",55.52,55.52
"ngenContig93||sp|O60637.1|","Nontoxin","NT",31.67,31.67
"ngenContig94||sp|Q5E9M1.1|","Nontoxin","NT",44.51,44.51
"ngenContig959||135451at32523__Peptidase_M14","Nontoxin","NT",157.76,157.76
"ngenContig964||72399at32523__eIF2A","Nontoxin","NT",48.6,48.6
"ngenContig971||sp|P67984.2|","Nontoxin","NT",265.78,265.78
"ngenContig974||sp|O42204.1|","Nontoxin","NT",124.69,124.69
"ngenContig976||sp|Q3ZBU9.2|","Nontoxin","NT",42.23,42.23
"ngenContig977||sp|Q90WD0.1|","Nontoxin","NT",37.86,37.86
"ngenContig987||sp|Q9D8V7.3|","Nontoxin","NT",1.85,1.85
"ngenContig988||sp|Q9D8V7.3|","Nontoxin","NT",315.22,315.22
"ngenContig992||sp|P49207.3|","Nontoxin","NT",351.67,351.67
"ngenContig993||sp|P62913.2|","Nontoxin","NT",576.02,576.02
"ngenContig9||sp|Q5ZK63.1|","Nontoxin","NT",59.07,59.07
"trinityContig10009||sp|Q5ZMP6.1|","Nontoxin","NT",26.48,26.48
"trinityContig10051||265286at32523","Nontoxin","NT",1.84,1.84
"trinityContig1011||sp|Q13185.4|","Nontoxin","NT",15.84,15.84
"trinityContig10140||sp|O75525.1|","Nontoxin","NT",9.38,9.38
"trinityContig10152||108998at32523","Nontoxin","NT",26.2,26.2
"trinityContig10163||Glyco_hydro_20","Nontoxin","NT",14.22,14.22
"trinityContig10168||NifU_N","Nontoxin","NT",27.74,27.74
"trinityContig10174||292777at32523","Nontoxin","NT",0,0
"trinityContig10184||sp|Q90965.1|","Nontoxin","NT",68.13,68.13
"trinityContig10203||sp|E2RQ08.1|","Nontoxin","NT",130.82,130.82
"trinityContig10213||sp|Q9NU53.1|","Nontoxin","NT",16.2,16.2
"trinityContig10220||256267at32523__RRM_1","Nontoxin","NT",29.53,29.53
"trinityContig10230||sp|Q5ZLQ6.1|","Nontoxin","NT",19.74,19.74
"trinityContig10236||198070at32523","Nontoxin","NT",32.47,32.47
"trinityContig1023||UCR_14kD","Nontoxin","NT",76.69,76.69
"trinityContig10240||sp|Q5R5C3.1|","Nontoxin","NT",13.39,13.39
"trinityContig10273||Pro_dh","Nontoxin","NT",13.47,13.47
"trinityContig10275||sp|O94855.2|","Nontoxin","NT",39.91,39.91
"trinityContig10304||269922at32523__Mesd","Nontoxin","NT",20.09,20.09
"trinityContig10318||sp|Q5REY3.1|","Nontoxin","NT",16.73,16.73
"trinityContig10458||sp|F1MDB2.2|","Nontoxin","NT",0,0
"trinityContig10493||304399at32523","Nontoxin","NT",62.61,62.61
"trinityContig10523||sp|O75844.2|","Nontoxin","NT",20.77,20.77
"trinityContig10554||sp|P83940.1|","Nontoxin","NT",90.45,90.45
"trinityContig1059||279891at32523","Nontoxin","NT",6.82,6.82
"trinityContig10615||sp|Q9GZQ8.3|","Nontoxin","NT",87.43,87.43
"trinityContig10624||105768at32523__GLTP","Nontoxin","NT",7.23,7.23
"trinityContig10735||216972at32523__Cobalamin_bind","Nontoxin","NT",12.16,12.16
"trinityContig10752||sp|Q5ZMC0.1|","Nontoxin","NT",88.53,88.53
"trinityContig10773||sp|P60896.1|","Nontoxin","NT",125.94,125.94
"trinityContig10777||sp|Q5R4C9.1|","Nontoxin","NT",7.99,7.99
"trinityContig10781||sp|Q9QZC7.1|","Nontoxin","NT",12.39,12.39
"trinityContig10788||ParA","Nontoxin","NT",8.28,8.28
"trinityContig10799||sp|Q9UKS6.2|","Nontoxin","NT",36.9,36.9
"trinityContig10840||259614at32523","Nontoxin","NT",4.48,4.48
"trinityContig10843||sp|Q3T122.1|","Nontoxin","NT",66.42,66.42
"trinityContig10864||sp|Q9Y4P3.1|","Nontoxin","NT",20.09,20.09
"trinityContig10917||DTC","Nontoxin","NT",2.74,2.74
"trinityContig10924||sp|Q9Y3E1.1|","Nontoxin","NT",16.87,16.87
"trinityContig11076||sp|P23403.1|","Nontoxin","NT",575.19,575.19
"trinityContig11078||115484at32523","Nontoxin","NT",4.48,4.48
"trinityContig11095||sp|Q9ES19.1|","Nontoxin","NT",274.53,274.53
"trinityContig11096||sp|O15541.1|","Nontoxin","NT",9.4,9.4
"trinityContig11110||sp|Q5BIN5.1|","Nontoxin","NT",16.25,16.25
"trinityContig11145||283606at32523__DUF2012","Nontoxin","NT",41.04,41.04
"trinityContig11150||EMP70","Nontoxin","NT",8.84,8.84
"trinityContig1123||TMEM206","Nontoxin","NT",1.58,1.58
"trinityContig11257||sp|Q3T108.1|","Nontoxin","NT",58.95,58.95
"trinityContig11268||220833at32523","Nontoxin","NT",42.58,42.58
"trinityContig11275||sp|Q9UNT1.1|","Nontoxin","NT",6.01,6.01
"trinityContig11276||sp|Q92890.3|","Nontoxin","NT",42.03,42.03
"trinityContig11286||TsaD","Nontoxin","NT",6.95,6.95
"trinityContig11296||sp|Q3T196.1|","Nontoxin","NT",23.88,23.88
"trinityContig11312||sp|Q9BV81.1|","Nontoxin","NT",9.23,9.23
"trinityContig11317||sp|Q8TDX7.1|","Nontoxin","NT",4.25,4.25
"trinityContig11339||295457at32523","Nontoxin","NT",12.83,12.83
"trinityContig11354||199406at32523__ACBP","Nontoxin","NT",51.36,51.36
"trinityContig11365||66188at32523__GTP_EFTU","Nontoxin","NT",17.53,17.53
"trinityContig11401||279702at32523__RRM_1","Nontoxin","NT",47.37,47.37
"trinityContig11405||256267at32523","Nontoxin","NT",11.25,11.25
"trinityContig11406||256267at32523","Nontoxin","NT",22.29,22.29
"trinityContig11416||300031at32523","Nontoxin","NT",2.71,2.71
"trinityContig11432||193295at32523","Nontoxin","NT",7.36,7.36
"trinityContig11440||sp|Q5R587.1|","Nontoxin","NT",12.56,12.56
"trinityContig11454||PTN_MK_C","Nontoxin","NT",31.86,31.86
"trinityContig11459||sp|Q9TU47.2|","Nontoxin","NT",21.87,21.87
"trinityContig11479||193528at32523__DNTTIP1_dimer","Nontoxin","NT",16.86,16.86
"trinityContig1152||sp|Q99417.3|","Nontoxin","NT",16.51,16.51
"trinityContig11536||sp|Q96FN9.1|","Nontoxin","NT",7.9,7.9
"trinityContig11600||sp|Q99K85.1|","Nontoxin","NT",21.5,21.5
"trinityContig11603||sp|P0DPB5.1|","Nontoxin","NT",24.07,24.07
"trinityContig11624||sp|Q32PF3.1|","Nontoxin","NT",24.47,24.47
"trinityContig11627||CTF_NFI","Nontoxin","NT",22.6,22.6
"trinityContig11640||FragX_IP","Nontoxin","NT",10.67,10.67
"trinityContig11651||282571at32523","Nontoxin","NT",17.57,17.57
"trinityContig11663||sp|Q5EAD2.3|","Nontoxin","NT",45.56,45.56
"trinityContig11671||sp|P56749.1|","Nontoxin","NT",15.14,15.14
"trinityContig11674||sp|Q92038.2|","Nontoxin","NT",28.65,28.65
"trinityContig11761||241443at32523","Nontoxin","NT",7.54,7.54
"trinityContig117||Bap31","Nontoxin","NT",11.34,11.34
"trinityContig12053||sp|P55169.1|","Nontoxin","NT",8.88,8.88
"trinityContig12073||sp|Q9HCU5.2|","Nontoxin","NT",19.3,19.3
"trinityContig12077||sp|P04973.1|","Nontoxin","NT",53.63,53.63
"trinityContig12083||sp|P46471.5|","Nontoxin","NT",19.66,19.66
"trinityContig12119||eIF_4EBP","Nontoxin","NT",4.14,4.14
"trinityContig12133||158404at32523","Nontoxin","NT",0.06,0.06
"trinityContig12157||DUF667","Nontoxin","NT",30.41,30.41
"trinityContig12159||305590at32523__Synaptobrevin","Nontoxin","NT",25.47,25.47
"trinityContig12174||134141at32523","Nontoxin","NT",5.06,5.06
"trinityContig12175||sp|Q9YHT1.2|","Nontoxin","NT",48.71,48.71
"trinityContig12279||Vinculin","Nontoxin","NT",0,0
"trinityContig12463||sp|Q8K0C8.1|","Nontoxin","NT",57.45,57.45
"trinityContig12487||sp|Q0VCW8.1|","Nontoxin","NT",14.26,14.26
"trinityContig12494||sp|O35047.1|","Nontoxin","NT",15.2,15.2
"trinityContig12504||CD20","Nontoxin","NT",30.16,30.16
"trinityContig12520||sp|P47875.2|","Nontoxin","NT",32.46,32.46
"trinityContig12527||DUF3480","Nontoxin","NT",4.68,4.68
"trinityContig12529||sp|P10157.1|","Nontoxin","NT",6.09,6.09
"trinityContig12533||sp|Q2TAY7.2|","Nontoxin","NT",13.44,13.44
"trinityContig12561||sp|P41250.3|","Nontoxin","NT",31.54,31.54
"trinityContig12565||sp|P61589.1|","Nontoxin","NT",20.58,20.58
"trinityContig125||sp|Q6IQ86.1|","Nontoxin","NT",8.85,8.85
"trinityContig1262||sp|P62191.1|","Nontoxin","NT",28.4,28.4
"trinityContig12639||Med23","Nontoxin","NT",3.18,3.18
"trinityContig12820||303918at32523","Nontoxin","NT",1.81,1.81
"trinityContig1284||sp|Q5ZL05.1|","Nontoxin","NT",6.9,6.9
"trinityContig12878||sp|P62959.5|","Nontoxin","NT",53.94,53.94
"trinityContig12891||sp|P05166.3|","Nontoxin","NT",15.46,15.46
"trinityContig12892||Cytochrom_C1","Nontoxin","NT",25.68,25.68
"trinityContig12908||sp|Q8N5M4.1|","Nontoxin","NT",11.27,11.27
"trinityContig12911||135004at32523__SEP","Nontoxin","NT",8.98,8.98
"trinityContig12955||sp|Q5ZKF6.1|","Nontoxin","NT",9.53,9.53
"trinityContig12977||sp|Q5M9P8.1|","Nontoxin","NT",10.9,10.9
"trinityContig13006||105768at32523","Nontoxin","NT",2.46,2.46
"trinityContig13010||sp|Q0VFM0.1|","Nontoxin","NT",12.39,12.39
"trinityContig13036||sp|Q15035.1|","Nontoxin","NT",22.6,22.6
"trinityContig13051||184879at32523","Nontoxin","NT",27.46,27.46
"trinityContig13069||299737at32523","Nontoxin","NT",36.9,36.9
"trinityContig13094||C4","Nontoxin","NT",0,0
"trinityContig13109||sp|O93390.1|","Nontoxin","NT",17.73,17.73
"trinityContig13121||95836at32523__Pkinase","Nontoxin","NT",12.91,12.91
"trinityContig13160||Mtf2_C","Nontoxin","NT",9.31,9.31
"trinityContig1321||sp|Q66KJ5.2|","Nontoxin","NT",18.95,18.95
"trinityContig13231||Ubie_methyltran","Nontoxin","NT",5.5,5.5
"trinityContig13233||sp|P25207.2|","Nontoxin","NT",7.95,7.95
"trinityContig13274||sp|Q7L9L4.3|","Nontoxin","NT",8.71,8.71
"trinityContig1333||sp|P48427.3|","Nontoxin","NT",36.29,36.29
"trinityContig13401||sp|P20801.2|","Nontoxin","NT",19.29,19.29
"trinityContig13421||sp|Q6P5R6.2|","Nontoxin","NT",62.58,62.58
"trinityContig13449||300772at32523","Nontoxin","NT",10.41,10.41
"trinityContig13458||sp|Q505I4.1|","Nontoxin","NT",26.75,26.75
"trinityContig13479||283815at32523__Mss4","Nontoxin","NT",0,0
"trinityContig134||sp|Q9BT67.1|","Nontoxin","NT",63.68,63.68
"trinityContig13506||sp|Q5ZJN2.1|","Nontoxin","NT",40.58,40.58
"trinityContig13517||234694at32523","Nontoxin","NT",3.01,3.01
"trinityContig13542||259622at32523__adh_short","Nontoxin","NT",34.36,34.36
"trinityContig13587||sp|Q6P7P5.1|","Nontoxin","NT",98.5,98.5
"trinityContig13610||sp|Q5ZLX2.2|","Nontoxin","NT",19.33,19.33
"trinityContig13625||sp|Q5ZIK9.1|","Nontoxin","NT",43.77,43.77
"trinityContig13636||145578at32523","Nontoxin","NT",10.5,10.5
"trinityContig13642||sp|P16580.1|","Nontoxin","NT",101.54,101.54
"trinityContig13656||sp|O70274.1|","Nontoxin","NT",48.84,48.84
"trinityContig13657||sp|Q5M7Z0.2|","Nontoxin","NT",21.36,21.36
"trinityContig13664||219728at32523__MitMem_reg","Nontoxin","NT",22.62,22.62
"trinityContig13670||sp|Q7Z429.1|","Nontoxin","NT",15.68,15.68
"trinityContig13673||181110at32523","Nontoxin","NT",7.37,7.37
"trinityContig13681||182087at32523","Nontoxin","NT",30.41,30.41
"trinityContig13787||134419at32523__PTB","Nontoxin","NT",36.97,36.97
"trinityContig13822||182033at32523","Nontoxin","NT",21.9,21.9
"trinityContig13845||sp|Q9DBG7.1|","Nontoxin","NT",49.12,49.12
"trinityContig13854||44456at32523__TMC","Nontoxin","NT",24.53,24.53
"trinityContig13877||20531at32523__Gelsolin","Nontoxin","NT",62.06,62.06
"trinityContig13880||256267at32523__RRM_1","Nontoxin","NT",0,0
"trinityContig13881||256267at32523__RRM_1","Nontoxin","NT",29.95,29.95
"trinityContig13908||sp|Q9UJU6.1|","Nontoxin","NT",21.56,21.56
"trinityContig13938||sp|Q5ZHX6.1|","Nontoxin","NT",43.76,43.76
"trinityContig14086||BLOC1_2","Nontoxin","NT",20.43,20.43
"trinityContig14197||sp|Q2NKU6.1|","Nontoxin","NT",21.65,21.65
"trinityContig14279||232531at32523","Nontoxin","NT",10.92,10.92
"trinityContig14293||301160at32523","Nontoxin","NT",22.64,22.64
"trinityContig14350||sp|O70352.1|","Nontoxin","NT",24.33,24.33
"trinityContig14356||sp|Q5RDD7.1|","Nontoxin","NT",5.52,5.52
"trinityContig14369||293550at32523","Nontoxin","NT",6.55,6.55
"trinityContig14371||sp|Q6P0K8.1|","Nontoxin","NT",37.21,37.21
"trinityContig14381||sp|Q8NFB2.2|","Nontoxin","NT",6.35,6.35
"trinityContig14383||sp|Q3SYW1.3|","Nontoxin","NT",15.04,15.04
"trinityContig14402||sp|Q9WV55.2|","Nontoxin","NT",30.89,30.89
"trinityContig14411||sp|Q00532.6|","Nontoxin","NT",25.06,25.06
"trinityContig14431||sp|Q9NVQ4.1|","Nontoxin","NT",8.01,8.01
"trinityContig14432||269649at32523__Apolipoprotein","Nontoxin","NT",10.18,10.18
"trinityContig1445||165240at32523","Nontoxin","NT",7.54,7.54
"trinityContig14471||sp|Q7Z419.1|","Nontoxin","NT",9.31,9.31
"trinityContig14743||sp|P61619.2|","Nontoxin","NT",269.74,269.74
"trinityContig14749||sp|Q5F407.1|","Nontoxin","NT",8.35,8.35
"trinityContig14757||SMN","Nontoxin","NT",8.07,8.07
"trinityContig14760||sp|P0DP23.1|","Nontoxin","NT",18.22,18.22
"trinityContig14795||OCIA","Nontoxin","NT",30.89,30.89
"trinityContig14829||47463at32523","Nontoxin","NT",11.14,11.14
"trinityContig14844||sp|Q5ZIF1.1|","Nontoxin","NT",23.83,23.83
"trinityContig14850||sp|P51863.2|","Nontoxin","NT",8.38,8.38
"trinityContig14876||sp|Q66HA6.1|","Nontoxin","NT",15.92,15.92
"trinityContig14878||sp|Q00341.2|","Nontoxin","NT",94.67,94.67
"trinityContig14899||196611at32523","Nontoxin","NT",7.76,7.76
"trinityContig14908||sp|Q62941.1|","Nontoxin","NT",140.83,140.83
"trinityContig14924||sp|Q9Y548.1|","Nontoxin","NT",16.23,16.23
"trinityContig14947||222719at32523__zf-CCCH_4","Nontoxin","NT",19.15,19.15
"trinityContig14974||CutA1","Nontoxin","NT",11.69,11.69
"trinityContig15015||sp|Q9NYV6.1|","Nontoxin","NT",11.42,11.42
"trinityContig15030||COX5A","Nontoxin","NT",45.86,45.86
"trinityContig15035||108998at32523","Nontoxin","NT",20.06,20.06
"trinityContig1509||DUF498","Nontoxin","NT",5.63,5.63
"trinityContig15154||sp|Q16774.2|","Nontoxin","NT",13.71,13.71
"trinityContig15191||116132at32523","Nontoxin","NT",3.24,3.24
"trinityContig15210||sp|Q2TBN3.1|","Nontoxin","NT",13.29,13.29
"trinityContig15251||sp|B5FXZ4.1|","Nontoxin","NT",47.04,47.04
"trinityContig15266||Cyt-b5","Nontoxin","NT",13.83,13.83
"trinityContig15318||49209at32523__LRR_6","Nontoxin","NT",16.48,16.48
"trinityContig15334||sp|Q969X5.1|","Nontoxin","NT",45.68,45.68
"trinityContig15338||Amidohydro_1","Nontoxin","NT",13.6,13.6
"trinityContig15343||65570at32523__Fzo_mitofusin","Nontoxin","NT",11.03,11.03
"trinityContig15397||sp|E2RKA8.1|","Nontoxin","NT",1071.3,1071.3
"trinityContig1539||sp|Q6DHJ6.1|","Nontoxin","NT",30.07,30.07
"trinityContig15431||sp|P54612.2|","Nontoxin","NT",11.68,11.68
"trinityContig15454||sp|P59708.1|","Nontoxin","NT",3.43,3.43
"trinityContig1545||sp|Q5R548.1|","Nontoxin","NT",19.04,19.04
"trinityContig15562||sp|Q9JJ94.1|","Nontoxin","NT",19.87,19.87
"trinityContig15597||sp|Q5ZLY8.3|","Nontoxin","NT",17.65,17.65
"trinityContig15598||sp|Q7SXW0.1|","Nontoxin","NT",8.67,8.67
"trinityContig15640||sp|P60467.2|","Nontoxin","NT",296.59,296.59
"trinityContig157||sp|Q60823.1|","Nontoxin","NT",12.28,12.28
"trinityContig160||sp|Q8N4C7.1|","Nontoxin","NT",5.74,5.74
"trinityContig1611||sp|Q1JQE6.2|","Nontoxin","NT",9.35,9.35
"trinityContig16149||180354at32523","Nontoxin","NT",6.24,6.24
"trinityContig16157||282396at32523","Nontoxin","NT",0,0
"trinityContig16165||sp|A1XQR9.1|","Nontoxin","NT",39.37,39.37
"trinityContig16178||sp|Q05752.2|","Nontoxin","NT",24.83,24.83
"trinityContig16232||sp|P84077.2|","Nontoxin","NT",96.22,96.22
"trinityContig16248||sp|P83468.1|","Nontoxin","NT",5.42,5.42
"trinityContig16329||sp|P68517.2|","Nontoxin","NT",39.13,39.13
"trinityContig1649||sp|Q5RCY9.1|","Nontoxin","NT",13.72,13.72
"trinityContig16593||242271at32523","Nontoxin","NT",9.02,9.02
"trinityContig16646||G-alpha","Nontoxin","NT",0,0
"trinityContig16649||260027at32523","Nontoxin","NT",5.03,5.03
"trinityContig16676||sp|P51149.1|","Nontoxin","NT",29.22,29.22
"trinityContig16877||sp|Q9WTZ1.1|","Nontoxin","NT",67.61,67.61
"trinityContig168||sp|Q5ZLK8.1|","Nontoxin","NT",6.7,6.7
"trinityContig16976||sp|Q9Y365.2|","Nontoxin","NT",73.75,73.75
"trinityContig16995||sp|P79251.3|","Nontoxin","NT",3.9,3.9
"trinityContig17128||107285at32523","Nontoxin","NT",25.4,25.4
"trinityContig17142||sp|A1XQU5.1|","Nontoxin","NT",838.05,838.05
"trinityContig17143||151181at32523__PI-PLC-Y","Nontoxin","NT",8.29,8.29
"trinityContig17145||sp|P53567.1|","Nontoxin","NT",31.2,31.2
"trinityContig17147||sp|P61589.1|","Nontoxin","NT",32.46,32.46
"trinityContig1714||sp|P62937.2|","Nontoxin","NT",148.49,148.49
"trinityContig17164||sp|B2RYG6.1|","Nontoxin","NT",12.79,12.79
"trinityContig17187||MRP-S26","Nontoxin","NT",34.45,34.45
"trinityContig17205||sp|Q6AYU1.1|","Nontoxin","NT",19.11,19.11
"trinityContig17218||sp|Q5R9D2.3|","Nontoxin","NT",714.43,714.43
"trinityContig17219||sp|Q9P0J7.2|","Nontoxin","NT",28,28
"trinityContig17239||sp|A0JN86.1|","Nontoxin","NT",7.92,7.92
"trinityContig17245||sp|Q9Y478.4|","Nontoxin","NT",23,23
"trinityContig17277||sp|A2VE14.1|","Nontoxin","NT",18.71,18.71
"trinityContig17280||sp|Q8TEA8.2|","Nontoxin","NT",16.39,16.39
"trinityContig17284||sp|Q5XI73.1|","Nontoxin","NT",34.96,34.96
"trinityContig17285||sp|F7BK26.1|","Nontoxin","NT",155.18,155.18
"trinityContig17288||sp|A6H769.1|","Nontoxin","NT",301.6,301.6
"trinityContig17296||sp|Q4R4I6.3|","Nontoxin","NT",18.04,18.04
"trinityContig17299||229324at32523","Nontoxin","NT",9.93,9.93
"trinityContig172||162338at32523","Nontoxin","NT",6.36,6.36
"trinityContig17302||sp|Q3UKU1.2|","Nontoxin","NT",44.56,44.56
"trinityContig17308||sp|Q5ZJF1.1|","Nontoxin","NT",25.54,25.54
"trinityContig17323||203507at32523","Nontoxin","NT",8.97,8.97
"trinityContig17349||sp|P78560.1|","Nontoxin","NT",5.29,5.29
"trinityContig17383||AIRS_C","Nontoxin","NT",17.15,17.15
"trinityContig17648||sp|Q5R5N9.1|","Nontoxin","NT",15.44,15.44
"trinityContig17674||sp|P14618.4|","Nontoxin","NT",20.47,20.47
"trinityContig17683||NIDO","Nontoxin","NT",102.86,102.86
"trinityContig17686||sp|Q9JMJ2.1|","Nontoxin","NT",27.08,27.08
"trinityContig17699||sp|Q569D5.1|","Nontoxin","NT",23.25,23.25
"trinityContig17706||sp|P42292.1|","Nontoxin","NT",17.13,17.13
"trinityContig17714||sp|Q2KI84.1|","Nontoxin","NT",30.86,30.86
"trinityContig17720||sp|Q8AYA2.1|","Nontoxin","NT",144.98,144.98
"trinityContig17721||sp|Q5ZLG8.2|","Nontoxin","NT",9.76,9.76
"trinityContig17723||sp|A2AJ15.1|","Nontoxin","NT",23.38,23.38
"trinityContig17756||sp|P05631.3|","Nontoxin","NT",54.99,54.99
"trinityContig17759||sp|Q9WVF8.3|","Nontoxin","NT",0,0
"trinityContig17780||Telethonin","Nontoxin","NT",6.12,6.12
"trinityContig17795||sp|Q8N9M1.1|","Nontoxin","NT",9.22,9.22
"trinityContig17804||239729at32523","Nontoxin","NT",4.09,4.09
"trinityContig17831||BCNT","Nontoxin","NT",23.8,23.8
"trinityContig17844||sp|P61088.1|","Nontoxin","NT",17.58,17.58
"trinityContig17847||sp|Q12857.2|","Nontoxin","NT",23.29,23.29
"trinityContig17849||sp|Q5R9E4.1|","Nontoxin","NT",12.53,12.53
"trinityContig17855||sp|P46940.1|","Nontoxin","NT",20.11,20.11
"trinityContig17893||sp|Q8WWY3.2|","Nontoxin","NT",11.8,11.8
"trinityContig17927||sp|Q5XI64.1|","Nontoxin","NT",14.48,14.48
"trinityContig18062||282358at32523__MRP-S23","Nontoxin","NT",12.57,12.57
"trinityContig18097||sp|Q09028.3|","Nontoxin","NT",30.83,30.83
"trinityContig18106||Gal-bind_lectin","Nontoxin","NT",35.65,35.65
"trinityContig18116||sp|Q91955.1|","Nontoxin","NT",11.69,11.69
"trinityContig18118||sp|P09654.2|","Nontoxin","NT",19.52,19.52
"trinityContig18148||sp|Q9NUM4.2|","Nontoxin","NT",29.25,29.25
"trinityContig18153||sp|P20135.3|","Nontoxin","NT",306.24,306.24
"trinityContig18154||sp|P20135.3|","Nontoxin","NT",22.86,22.86
"trinityContig18186||sp|Q2HJ94.1|","Nontoxin","NT",38.34,38.34
"trinityContig18189||sp|P04692.3|","Nontoxin","NT",18.41,18.41
"trinityContig18192||sp|P61106.4|","Nontoxin","NT",21.58,21.58
"trinityContig18194||sp|Q8BXN9.1|","Nontoxin","NT",30.32,30.32
"trinityContig18216||198070at32523__FAD_SOX","Nontoxin","NT",34.63,34.63
"trinityContig18222||sp|P08003.3|","Nontoxin","NT",289.48,289.48
"trinityContig18232||sp|Q687X5.1|","Nontoxin","NT",24.98,24.98
"trinityContig18234||87735at32523__SNF","Nontoxin","NT",18.62,18.62
"trinityContig18237||212765at32523__EF-hand_1","Nontoxin","NT",30.59,30.59
"trinityContig18238||sp|Q05186.1|","Nontoxin","NT",40.97,40.97
"trinityContig18247||sp|Q96BA8.1|","Nontoxin","NT",17.11,17.11
"trinityContig18248||164580at32523","Nontoxin","NT",16.26,16.26
"trinityContig18249||sp|P49819.1|","Nontoxin","NT",34.45,34.45
"trinityContig18251||253583at32523__TRAP_alpha","Nontoxin","NT",20.12,20.12
"trinityContig18265||sp|Q4R3D4.2|","Nontoxin","NT",29.2,29.2
"trinityContig18266||sp|Q4R3D4.2|","Nontoxin","NT",7.91,7.91
"trinityContig18267||sp|Q4R3D4.2|","Nontoxin","NT",36.88,36.88
"trinityContig18291||sp|A5D9H7.1|","Nontoxin","NT",22.16,22.16
"trinityContig18297||DUF4500","Nontoxin","NT",101.94,101.94
"trinityContig18300||285163at32523__Ribosomal_L7Ae","Nontoxin","NT",215.24,215.24
"trinityContig18303||Ribosomal_L19e","Nontoxin","NT",642.6,642.6
"trinityContig18310||sp|P67936.3|","Nontoxin","NT",96.41,96.41
"trinityContig18324||sp|Q8BSV3.1|","Nontoxin","NT",10.61,10.61
"trinityContig18335||209976at32523","Nontoxin","NT",22.65,22.65
