"gene_id","class","toxin_family","Cgodm-CLP2359","Cgodm-CLP2360","Cgodm-CLP2362","Cgodm-CLP2377","Cgodm-CLP2378","Cgodm-CLP2388","Average"
"ngenContig1406||sp|P62851.1|","Nontoxin","NT",538.85,718.39,726.21,2795.65,736.67,1240.22,1125.9983
"ngenContig1411||sp|P62244.2|","Nontoxin","NT",335.13,706.4,644.24,2948.95,497.21,1416.77,1091.45
"ngenContig1413||sp|Q56JU9.2|","Nontoxin","NT",360.98,898.99,693.89,3938.5,415.97,1550.23,1309.76
"ngenContig1417||sp|A6M931.1|","Nontoxin","NT",21.27,46.8,24.27,77.32,29.91,94.2,48.9617
"ngenContig1417||sp|X1WEM4.1|","Nontoxin","NT",14.97,32.53,69.34,22.49,10.32,49.76,33.235
"ngenContig1418||sp|Q6UXG2.2|","Nontoxin","NT",54.25,79.66,95.07,98.18,66.25,125.16,86.4283
"ngenContig1420||sp|Q8VHE0.4|","Nontoxin","NT",31.52,92.35,97.57,85.23,85.08,148.48,90.0383
"ngenContig1427||sp|Q91WD2.2|","Nontoxin","NT",11.57,22.28,17.48,9.23,18.4,17.86,16.1367
"ngenContig1429||sp|P67774.1|","Nontoxin","NT",14.12,21.19,18.72,45.33,23.05,30.63,25.5067
"ngenContig1437||sp|P68133.1|","Nontoxin","NT",29.08,207.59,7.27,848.53,22.02,1189.69,384.03
"ngenContig1438||sp|O42204.1|","Nontoxin","NT",69.26,97.11,87.93,133.63,77.39,155.55,103.4783
"ngenContig1440||sp|Q5R440.2|","Nontoxin","NT",55.57,103.83,140.96,183.78,121.53,150.97,126.1067
"ngenContig1444||sp|Q9CRA5.1|","Nontoxin","NT",8.63,13.04,14.25,18.01,22.39,25.84,17.0267
"ngenContig1447||279351at32523","Nontoxin","NT",0,0,3.51,0,12.96,0,2.745
"ngenContig1458||sp|Q9D554.2|","Nontoxin","NT",11.28,13.26,18.89,52.9,26.87,70.07,32.2117
"ngenContig1497||sp|P30932.2|","Nontoxin","NT",19.12,33.12,24.3,81.93,37.32,76.81,45.4333
"ngenContig1498||sp|Q3ZBZ8.1|","Nontoxin","NT",13.28,16.37,19.73,45.95,31.09,55.71,30.355
"ngenContig1499||sp|P84175.2|","Nontoxin","NT",1263.65,1838.81,1465.17,3874.16,948.44,2670.32,2010.0917
"ngenContig14||sp|P68036.1|","Nontoxin","NT",31.79,59.51,84.65,209.34,81.28,70.46,89.505
"ngenContig14||sp|Q6P5R6.2|","Nontoxin","NT",10.36,40.58,28.99,199.55,53.21,92.97,70.9433
"ngenContig1502||246399at32523","Nontoxin","NT",26.11,52.02,61.09,97.4,56.27,60.96,58.975
"ngenContig1504||191941at32523","Nontoxin","NT",69.19,164.27,338.54,255.27,381.39,76.26,214.1533
"ngenContig1511||295457at32523","Nontoxin","NT",48.13,74.69,61.17,184.47,194.38,87.1,108.3233
"ngenContig1514||sp|A9CB60.1|","Nontoxin","NT",408.3,888.11,603.84,2702.1,384.93,1641.26,1104.7567
"ngenContig1515||sp|P41035.1|","Nontoxin","NT",29.11,79.41,111.47,162.71,88.63,85.28,92.7683
"ngenContig1515||sp|Q5TAQ9.1|","Nontoxin","NT",18.98,14.93,15.22,41.94,25.4,32.49,24.8267
"ngenContig1518||Ribosomal_L19e","Nontoxin","NT",254.01,656.4,506.89,2789.09,611.02,1410.18,1037.9317
"ngenContig151||sp|Q8WVM8.4|","Nontoxin","NT",11.11,35.44,42.97,54.07,36.07,63.22,40.48
"ngenContig1521||sp|P0CG47.1|","Nontoxin","NT",794.63,922.23,1412.38,1588.12,1030.76,1377.06,1187.53
"ngenContig1524||sp|Q3ZC75.1|","Nontoxin","NT",76.2,86.79,126.27,351.93,117.39,293.79,175.395
"ngenContig1525||Ribosomal_S5","Nontoxin","NT",327.96,571.62,554.34,2370.64,442.91,1240.79,918.0433
"ngenContig1527||sp|P62273.2|","Nontoxin","NT",542.05,719.04,937.58,2135.63,433.17,1207.75,995.87
"ngenContig1529||sp|Q3UKU1.2|","Nontoxin","NT",29.95,54.51,46.87,30.94,41.04,50.58,42.315
"ngenContig1530||sp|Q9JHZ2.1|","Nontoxin","NT",49.67,99.98,91.77,51.31,59.34,83.99,72.6767
"ngenContig1531||sp|P08110.1|","Nontoxin","NT",79.03,423.29,344.8,537.39,345.39,474.86,367.46
"ngenContig1532||sp|E2RG47.1|","Nontoxin","NT",25.87,78.67,55.16,71.44,81.13,79.53,65.3
"ngenContig1534||75314at32523__HSP90","Nontoxin","NT",49.4,155.09,118.68,476.73,91.4,681.59,262.1483
"ngenContig1535||sp|P79913.4|","Nontoxin","NT",66,107.02,123.94,476.78,160.68,336.09,211.7517
"ngenContig1538||sp|Q98TX1.3|","Nontoxin","NT",88.32,171.49,330.58,654.99,173.27,272.28,281.8217
"ngenContig1539||218925at32523","Nontoxin","NT",59.23,110.88,103.34,95.34,60.44,98.8,88.005
"ngenContig1540||sp|Q96RQ1.2|","Nontoxin","NT",51.3,120.98,101.52,153.17,69.07,362.15,143.0317
"ngenContig1543||sp|P32046.2|","Nontoxin","NT",485.27,1301.2,712.31,5232.97,508.24,2092.81,1722.1333
"ngenContig1546||DUF2040","Nontoxin","NT",8.98,12.26,16.15,35.94,14.99,37.68,21
"ngenContig1549||sp|P19120.2|","Nontoxin","NT",46.77,91.59,132.17,192.46,178.98,97.58,123.2583
"ngenContig1552||sp|Q61990.1|","Nontoxin","NT",17.78,18.81,12.29,20.44,16.41,39.12,20.8083
"ngenContig1553||sp|Q61990.1|","Nontoxin","NT",24.73,28.66,18.07,102.77,69.26,71.47,52.4933
"ngenContig1557||sp|P55263.2|","Nontoxin","NT",19.45,44.59,38.5,58.7,38.13,89.52,48.1483
"ngenContig1558||sp|Q04870.1|","Nontoxin","NT",7.67,10.1,15.42,39.42,19.7,24.57,19.48
"ngenContig1559||sp|Q2KI19.2|","Nontoxin","NT",13.44,22.43,23.46,37.55,13.47,26.91,22.8767
"ngenContig1562||sp|O70274.1|","Nontoxin","NT",47.51,80.08,61.14,162.09,131.91,77.69,93.4033
"ngenContig1563||64217at32523__Sulfate_transp","Nontoxin","NT",9.42,26.45,23.45,11.22,7.09,25.83,17.2433
"ngenContig1566||285163at32523__Ribosomal_L7Ae","Nontoxin","NT",222.82,334.64,373.34,1158.69,298.37,847.48,539.2233
"ngenContig1567||sp|P51903.2|","Nontoxin","NT",36.33,60.07,81.33,194.07,50.07,228.73,108.4333
"ngenContig1579||Rib_hydrolayse","Nontoxin","NT",54.76,49.08,106.32,64.13,62.79,82.61,69.9483
"ngenContig1580||282669at32523__Ig_J_chain","Nontoxin","NT",1.74,2.04,2.76,264.7,6.59,0.65,46.4133
"ngenContig1580||sp|A6H769.1|","Nontoxin","NT",166.92,691.9,341.55,2308.39,247.92,1299.36,842.6733
"ngenContig1581||Ufm1","Nontoxin","NT",65.08,81.36,93.78,198.96,87.19,123.44,108.3017
"ngenContig1593||130390at32523__Collagen","Nontoxin","NT",2.81,60.12,18.64,2.45,31.96,112.17,38.025
"ngenContig1593||sp|Q09073.3|","Nontoxin","NT",148.18,297.16,110.38,535.07,160.13,1484.59,455.9183
"ngenContig1594||95045at32523__LMF1","Nontoxin","NT",25.76,41.63,36.41,39.19,27.42,53.67,37.3467
"ngenContig1595||sp|Q4R4C9.1|","Nontoxin","NT",36.14,62.34,59.8,54.55,59.61,101.89,62.3883
"ngenContig1598||sp|P02434.2|","Nontoxin","NT",237.07,294.08,366.23,1291.77,217.13,705,518.5467
"ngenContig1601||sp|P62917.2|","Nontoxin","NT",273.63,619.66,508.12,2268.34,367.85,1093.24,855.14
"ngenContig1608||307167at32523","Nontoxin","NT",0,0,0,12.75,2.1,0,2.475
"ngenContig1608||Linker_histone","Nontoxin","NT",54.38,53.03,67.57,109.61,77.22,64.42,71.0383
"ngenContig1616||sp|A5A6K6.1|","Nontoxin","NT",81.68,83.67,128.14,137.21,77.14,237.37,124.2017
"ngenContig1618||sp|Q90368.1|","Nontoxin","NT",11.52,14.67,15.4,49.54,18.48,16.69,21.05
"ngenContig1637||sp|Q3ZC09.1|","Nontoxin","NT",5.61,29.98,0.81,83.01,4.66,39.06,27.1883
"ngenContig1640||203753at32523__UBA_5","Nontoxin","NT",19.96,19.91,39.07,43.28,28.35,46.04,32.7683
"ngenContig1642||sp|Q32N70.1|","Nontoxin","NT",21.93,38.83,33.53,27.63,48.45,60.16,38.4217
"ngenContig1647||Reprolysin","Nontoxin","NT",0.68,0.14,0,138.47,26.46,442.58,101.3883
"ngenContig1652||sp|P63173.2|","Nontoxin","NT",299.45,561.26,475.15,1741.22,241.84,828.17,691.1817
"ngenContig1655||Ribosomal_S25","Nontoxin","NT",1.79,0.98,0,0,0,69.57,12.0567
"ngenContig1655||sp|Q2YDP3.1|","Nontoxin","NT",127.83,116.6,160.05,154.24,81.84,342.75,163.885
"ngenContig1659||sp|E2RH47.1|","Nontoxin","NT",575.98,513.31,699.38,2640.29,468.89,1336.91,1039.1267
"ngenContig1661||sp|Q3ZCF5.1|","Nontoxin","NT",36.55,148.55,56.85,233.94,65.19,175.63,119.4517
"ngenContig1670||sp|Q7Z3D4.2|","Nontoxin","NT",6.1,24.23,25.64,36.94,26.67,21.44,23.5033
"ngenContig1673||sp|A7YY49.1|","Nontoxin","NT",49.98,46.54,76.67,158.08,75.1,91.22,82.9317
"ngenContig1674||Peptidase_M28","Nontoxin","NT",30.87,39.43,29.64,25.39,44.89,97.02,44.54
"ngenContig1675||sp|P32969.1|","Nontoxin","NT",162.1,358.04,261.58,1333.1,296.14,718.73,521.615
"ngenContig1676||sp|P40429.2|","Nontoxin","NT",142.79,253.64,216.63,1145.65,518.68,464.8,457.0317
"ngenContig1685||sp|Q8TCD5.2|","Nontoxin","NT",17.81,15.83,19.25,77.75,15.72,40.87,31.205
"ngenContig1688||sp|P84077.2|","Nontoxin","NT",36.52,57.1,67.21,124.92,157.94,108.36,92.0083
"ngenContig1689||sp|P84077.2|","Nontoxin","NT",31.42,43.55,83.37,78.28,0,68.91,50.9217
"ngenContig1690||160273at32523__DEAD","Nontoxin","NT",37.15,147.28,74.24,393.65,56.37,416.3,187.4983
"ngenContig1695||sp|Q91ZQ0.1|","Nontoxin","NT",70.71,99.53,130.04,118.63,161.21,145.53,120.9417
"ngenContig1698||259614at32523","Nontoxin","NT",8.68,7.15,4.09,13.02,22.55,64.64,20.0217
"ngenContig1699||256267at32523__RRM_1","Nontoxin","NT",91.99,149.47,226.09,703.09,215.76,261.68,274.68
"ngenContig1703||123057at32523","Nontoxin","NT",18.26,26.35,38.82,24.64,5.35,77.88,31.8833
"ngenContig1704||sp|P61619.2|","Nontoxin","NT",185.51,386.68,367.77,462.41,245.37,1124.61,462.0583
"ngenContig1709||sp|O88822.2|","Nontoxin","NT",20.1,24.88,51.11,28.45,4.19,15.51,24.04
"ngenContig1711||sp|F1PJP5.3|","Nontoxin","NT",69.33,100.72,182.73,216.06,126.37,201.05,149.3767
"ngenContig1714||sp|P63273.2|","Nontoxin","NT",416.99,976.72,686.29,3341.48,541.79,1840.75,1300.67
"ngenContig1718||245795at32523__BCIP","Nontoxin","NT",13.7,33.26,26.78,45.33,19.76,34.64,28.9117
"ngenContig1719||sp|P0C0U6.1|","Nontoxin","NT",9.88,2.09,34.65,0.54,0,0.65,7.9683
"ngenContig1721||sp|O08547.3|","Nontoxin","NT",18.91,40.91,32.99,34.84,34.8,49.71,35.36
"ngenContig1725||Ribosomal_L6e","Nontoxin","NT",275.64,485.04,531.39,1801.11,410.04,895.59,733.135
"ngenContig173||165838at32523","Nontoxin","NT",11.79,8.81,5.93,15.35,13.37,26.28,13.5883
"ngenContig1748||sp|P62899.1|","Nontoxin","NT",362.04,918.29,736.46,3881.31,517.17,1452.36,1311.2717
"ngenContig1752||sp|Q8N1S5.3|","Nontoxin","NT",15.49,40.95,23.22,24.2,11.38,44.48,26.62
"ngenContig1753||Ribosomal_S30","Nontoxin","NT",380.46,510.71,705.86,1245.97,422.8,888.19,692.3317
"ngenContig1755||Ribosomal_60s","Nontoxin","NT",378.37,889.62,631.23,2579.41,509.94,1661.79,1108.3933
"ngenContig1761||sp|X1WEM4.1|","Nontoxin","NT",10.41,10.12,1.81,19.86,37.17,11.08,15.075
"ngenContig1774||sp|Q8BXN9.1|","Nontoxin","NT",12.41,26.67,29.19,52.5,28.31,81.3,38.3967
"ngenContig1781||sp|Q14318.2|","Nontoxin","NT",12.09,13.47,13.17,35.59,14.06,25.1,18.9133
"ngenContig1781||sp|Q3B7N4.1|","Nontoxin","NT",0,0,0,0,27.08,0,4.5133
"ngenContig17||UcrQ","Nontoxin","NT",27.99,61.19,90.56,199.06,58.09,113.79,91.78
"ngenContig181||sp|O43257.1|","Nontoxin","NT",3.93,12.61,21.54,17.85,6.42,46,18.0583
"ngenContig1826||254269at32523","Nontoxin","NT",2.93,7.12,10.76,32.2,13.36,53.26,19.9383
"ngenContig1843||sp|Q9EPH8.1|","Nontoxin","NT",154.13,353.81,192.31,574.84,228.48,808.14,385.285
"ngenContig1844||152780at32523__Pentaxin","Nontoxin","NT",16.36,30.16,6.31,83.84,2.96,44.37,30.6667
"ngenContig1848||sp|P02314.3|","Nontoxin","NT",59.09,48.6,187.36,318.87,114.89,182.23,151.84
"ngenContig1849||sp|P14131.4|","Nontoxin","NT",223.48,737.21,587.84,2842.97,563.57,1674.5,1104.9283
"ngenContig1853||sp|Q5R561.1|","Nontoxin","NT",9.85,13.83,26.27,43.3,24.36,35.28,25.4817
"ngenContig1858||sp|Q6GL42.1|","Nontoxin","NT",23.73,31,62.72,43.34,63.11,65.7,48.2667
"ngenContig1858||sp|Q9DBF7.2|","Nontoxin","NT",6.5,9.31,12.37,30.4,23.63,27.29,18.25
"ngenContig1864||sp|Q95212.1|","Nontoxin","NT",61.25,122.23,119.22,222.02,75.24,146.28,124.3733
"ngenContig1866||149491at32523__Peptidase_M10","Nontoxin","NT",1.24,0,0.19,55.47,0,1.92,9.8033
"ngenContig1875||sp|Q96QK8.1|","Nontoxin","NT",238.03,86.11,129.6,87.63,148.6,204.43,149.0667
"ngenContig1879||182302at32523__Peptidase_A22B","Nontoxin","NT",96.28,184.99,168.52,176.77,237.84,281.77,191.0283
"ngenContig1883||sp|P62753.1|","Nontoxin","NT",238.07,502.6,485.5,1703.67,436.75,1128.58,749.195
"ngenContig1885||264741at32523__Gal-bind_lectin","Nontoxin","NT",124.67,142.18,198.98,206.93,141.89,315.9,188.425
"ngenContig1889||CSD","Nontoxin","NT",447.9,469.46,532.11,662.24,428,1704.14,707.3083
"ngenContig1898||sp|Q8CFV9.2|","Nontoxin","NT",57.71,126.88,80.42,133.47,90.4,161.94,108.47
"ngenContig1902||sp|Q01415.1|","Nontoxin","NT",15.3,18.9,13.74,48.29,30.05,31.84,26.3533
"ngenContig1905||sp|P01130.1|","Nontoxin","NT",6.98,7.01,31.88,33.07,14.6,9.14,17.1133
"ngenContig1907||sp|Q5RDY2.1|","Nontoxin","NT",10.27,16.98,19.05,27.91,26.81,28.35,21.5617
"ngenContig1910||sp|Q6PK18.2|","Nontoxin","NT",8.14,10.95,8.7,41.44,34.68,22.02,20.9883
"ngenContig1911||sp|P0CG47.1|","Nontoxin","NT",111.41,23.85,139.7,0.94,0,16.77,48.7783
"ngenContig1911||sp|Q5XHA2.1|","Nontoxin","NT",4.08,18.91,13.31,3.51,17.16,14.55,11.92
"ngenContig1912||298204at32523","Nontoxin","NT",8.86,39.08,50.3,73.13,85.54,28.25,47.5267
"ngenContig1914||sp|P62972.2|","Nontoxin","NT",196.18,106.03,327.51,398.39,245.89,11.09,214.1817
"ngenContig1918||207164at32523","Nontoxin","NT",15.26,29.14,36.1,68.92,25.15,66.22,40.1317
"ngenContig1919||sp|Q3U1N2.2|","Nontoxin","NT",7.54,7.15,15.27,18.84,13.37,12.93,12.5167
"ngenContig1919||sp|Q63081.2|","Nontoxin","NT",233.35,587.43,545.47,777.85,401.63,705.34,541.845
"ngenContig1922||sp|Q8K5B3.1|","Nontoxin","NT",96.89,202.41,171.36,119.77,241.38,181.01,168.8033
"ngenContig1931||sp|P0C273.2|","Nontoxin","NT",411.87,558.98,938.83,1636.86,578.22,899.97,837.455
"ngenContig1931||sp|Q1RMU5.1|","Nontoxin","NT",16.73,24.3,25.39,64.25,28.51,66.56,37.6233
"ngenContig1931||sp|Q8TBM8.1|","Nontoxin","NT",5.25,16.51,17.3,29.48,20.32,17.38,17.7067
"ngenContig1933||196197at32523__SRCR","Nontoxin","NT",0,0.06,164.68,30.19,0.06,0,32.4983
"ngenContig1935||sp|P24049.3|","Nontoxin","NT",690.36,810.69,753.1,2246.44,673.78,1815.47,1164.9733
"ngenContig1937||sp|P68365.1|","Nontoxin","NT",6.89,9.05,17.46,47.15,22.21,49.1,25.31
"ngenContig1938||EBP","Nontoxin","NT",5.45,2.31,22.83,29.54,7.91,6.98,12.5033
"ngenContig1948||DDRGK","Nontoxin","NT",30.93,38.41,44.2,101.77,47.03,63.37,54.285
"ngenContig1953||sp|P17426.1|","Nontoxin","NT",5.79,9.86,9.19,13.19,27.06,22.16,14.5417
"ngenContig1963||sp|P26373.4|","Nontoxin","NT",294.91,509.95,647.19,1831,427.13,1204.62,819.1333
"ngenContig1964||sp|B5FZ19.2|","Nontoxin","NT",61.39,141.51,104.44,295.58,85.39,168.49,142.8
"ngenContig1967||sp|P56747.2|","Nontoxin","NT",14.58,20.24,23.52,32.24,0,34.19,20.795
"ngenContig1970||253993at32523","Nontoxin","NT",1.92,0.27,3.81,80.81,17.25,0.35,17.4017
"ngenContig1972||sp|Q8R1F6.1|","Nontoxin","NT",12.8,24.26,34.33,29.63,43.67,37.29,30.33
"ngenContig1975||sp|O95164.1|","Nontoxin","NT",6.97,13.32,6.23,19.62,11.4,8.14,10.9467
"ngenContig1977||sp|P46471.5|","Nontoxin","NT",15.57,21.62,35.72,71.27,44,52,40.03
"ngenContig1978||UCR_14kD","Nontoxin","NT",26.43,120.62,70.79,381.76,71.64,200.69,145.3217
"ngenContig1980||sp|P26697.2|","Nontoxin","NT",0.21,5.7,2.08,35.9,0.87,2.29,7.8417
"ngenContig1986||sp|Q9ES19.1|","Nontoxin","NT",122.67,205.65,266.99,434.13,383.9,481.04,315.73
"ngenContig1998||sp|Q9HCN4.1|","Nontoxin","NT",6.65,15,20.4,35.08,16.51,23.14,19.4633
"ngenContig200||277625at32523__NDUFB10","Nontoxin","NT",22.6,24.23,34.86,76.69,49.5,79.84,47.9533
"ngenContig2029||sp|Q5R882.1|","Nontoxin","NT",9.83,25.8,22.07,31.77,18.05,27.19,22.4517
"ngenContig2046||RVT_1","Nontoxin","NT",10.22,12.65,8.44,55.13,27.99,22.18,22.7683
"ngenContig2052||sp|P05114.3|","Nontoxin","NT",3.55,6.92,4.77,10.39,0,7.69,5.5533
"ngenContig2061||sp|Q62941.1|","Nontoxin","NT",57.84,101.74,126.87,186.28,143.84,114.05,121.77
"ngenContig2062||217219at32523","Nontoxin","NT",5.81,5.41,7.78,39.48,13.27,24.56,16.0517
"ngenContig2076||166773at32523","Nontoxin","NT",64.48,58.27,133.4,85.7,53.12,88.02,80.4983
"ngenContig20||sp|Q5ZJ39.1|","Nontoxin","NT",8.09,11.68,17.72,40.84,12.36,19.11,18.3
"ngenContig2102||sp|Q9UBT2.2|","Nontoxin","NT",6.21,8.76,7.24,32.52,10.6,51.51,19.4733
"ngenContig2104||sp|Q9D882.1|","Nontoxin","NT",2.46,0,2.87,15.23,10.06,1.93,5.425
"ngenContig2115||253283at32523","Nontoxin","NT",0,0,0,0,5445.91,4.95,908.4767
"ngenContig2122||sp|Q70SY1.3|","Nontoxin","NT",6.68,8.83,11.66,23.11,26.11,15.84,15.3717
"ngenContig2156||101797at32523__Calsequestrin","Nontoxin","NT",3.36,29.26,0.68,202.9,2.46,243,80.2767
"ngenContig2174||sp|Q3SYW6.1|","Nontoxin","NT",26.91,41.48,61.29,128.94,64.25,84.06,67.8217
"ngenContig2186||151083at32523__DUF2353","Nontoxin","NT",26.1,35.68,32.62,69.23,56.07,98.11,52.9683
"ngenContig2191||sp|P61211.1|","Nontoxin","NT",23.22,77.65,70.37,129.92,57.67,98.89,76.2867
"ngenContig2198||sp|Q5RE15.2|","Nontoxin","NT",23.78,48.68,45.86,120.19,73.7,82.66,65.8117
"ngenContig219||sp|Q9CR41.2|","Nontoxin","NT",39.31,59.08,84.93,333.93,73.56,150.68,123.5817
"ngenContig2200||BTB_3","Nontoxin","NT",8.96,23.58,18.92,25.22,18.82,25.92,20.2367
"ngenContig2206||sp|Q90WU3.1|","Nontoxin","NT",11.21,21.93,26.16,46.01,32.79,44.48,30.43
"ngenContig2207||sp|Q00532.6|","Nontoxin","NT",19.12,29.55,25.83,19.07,20.02,15.91,21.5833
"ngenContig2221||sp|Q6DF78.1|","Nontoxin","NT",15.49,24.42,24.35,55.98,34.21,43.76,33.035
"ngenContig2225||152363at32523__p450","Nontoxin","NT",0.33,11.72,4.91,10.67,14.62,45.59,14.64
"ngenContig2231||213366at32523__Filament","Nontoxin","NT",0.8,3.61,0.96,24.91,1.62,5.35,6.2083
"ngenContig2236||sp|Q15118.1|","Nontoxin","NT",8.76,25.79,25.17,29.57,25.36,27.65,23.7167
"ngenContig2243||sp|P56192.2|","Nontoxin","NT",10.16,28.32,28.31,27.32,37.05,42.6,28.96
"ngenContig2248||101120at32523__GDPD","Nontoxin","NT",9.61,25.14,24.29,34.3,32.03,25.69,25.1767
"ngenContig2261||sp|Q9CPX6.1|","Nontoxin","NT",6.94,14.44,15.39,45.35,18.38,34.17,22.445
"ngenContig2271||sp|O55126.1|","Nontoxin","NT",5.97,11.95,15.21,32.33,5.81,39.44,18.4517
"ngenContig2272||sp|Q8VEH8.1|","Nontoxin","NT",5.09,34.27,44.11,47.29,35.9,27.64,32.3833
"ngenContig2278||225939at32523","Nontoxin","NT",18.13,16.78,14.36,13.88,18.16,18.41,16.62
"ngenContig2301||59232at32523__AAA_33","Nontoxin","NT",9.73,16.97,16.29,43.2,21.91,49.22,26.22
"ngenContig2305||sp|Q12904.2|","Nontoxin","NT",10.1,49.9,47.82,95.81,35.5,64.78,50.6517
"ngenContig2336||PS_Dcarbxylase","Nontoxin","NT",2.79,4.85,9.2,11.99,9.29,7.18,7.55
"ngenContig2352||sp|Q3ZBG7.1|","Nontoxin","NT",15.69,67.95,64.62,77.16,47.45,70.04,57.1517
"ngenContig2361||sp|Q28EB4.1|","Nontoxin","NT",5.74,17.5,9,77.89,14.9,37.46,27.0817
"ngenContig2362||sp|Q7TPB1.3|","Nontoxin","NT",15.17,45.15,44.46,86.89,47,75.48,52.3583
"ngenContig2371||90405at32523","Nontoxin","NT",3.86,9.03,8.38,12.08,12.51,11.2,9.51
"ngenContig2393||sp|O13154.1|","Nontoxin","NT",8.2,15.24,13.76,36.57,16.96,23.95,19.1133
"ngenContig2397||sp|Q0P5A1.1|","Nontoxin","NT",16.23,24.64,38.6,72.23,29.39,40.86,36.9917
"ngenContig2401||262918at32523__Ras","Nontoxin","NT",13.31,38.95,39.17,99.33,30.16,35.83,42.7917
"ngenContig2409||sp|Q02253.1|","Nontoxin","NT",17.34,28.73,41.07,54.5,41.92,41.6,37.5267
"ngenContig2414||253283at32523__Trypsin","Nontoxin","NT",0.5,0,0,0,0.01,22.08,3.765
"ngenContig2426||184879at32523","Nontoxin","NT",8.05,17.2,17.54,61.82,23.58,34.94,27.1883
"ngenContig2426||sp|P51912.2|","Nontoxin","NT",22.52,16.61,18.18,9.55,7.96,80.41,25.8717
"ngenContig2433||282396at32523","Nontoxin","NT",3.62,84.35,3.74,172.71,5.38,676.42,157.7033
"ngenContig2434||p450","Nontoxin","NT",5.9,17.41,42.84,31.98,21.08,30.29,24.9167
"ngenContig2456||sp|Q15038.1|","Nontoxin","NT",18.65,32.28,21.37,35.6,23.55,65.1,32.7583
"ngenContig2462||135004at32523__SEP","Nontoxin","NT",5.13,14.87,19.97,16.57,10.92,10.57,13.005
"ngenContig2483||sp|Q9I8K7.1|","Nontoxin","NT",31.84,41.08,39.51,46.2,31.33,91.86,46.97
"ngenContig2487||sp|Q9BWW4.1|","Nontoxin","NT",4.83,5.42,9.13,10.28,6.15,7.31,7.1867
"ngenContig248||sp|P67868.1|","Nontoxin","NT",17.58,36.11,49.97,60.65,43.1,48.49,42.65
"ngenContig2492||SCAN","Nontoxin","NT",1.68,1.58,1.67,24.12,1.86,6.28,6.1983
"ngenContig2492||sp|P68246.2|","Nontoxin","NT",0,0,0,7.22,0,2.43,1.6083
"ngenContig2496||sp|Q6DK72.1|","Nontoxin","NT",19.63,39.65,36.07,82.39,35.44,78.2,48.5633
"ngenContig249||157582at32523","Nontoxin","NT",1.83,1.08,0.62,10.85,16.58,0,5.16
"ngenContig2501||sp|O88967.1|","Nontoxin","NT",8.04,14.27,18.35,24.45,29.47,24.65,19.8717
"ngenContig2504||262758at32523__RRM_1","Nontoxin","NT",0,9.13,7.75,52.64,13.33,18.03,16.8133
"ngenContig2510||sp|P07630.3|","Nontoxin","NT",2.63,28.69,23.03,37.49,10.09,19.66,20.265
"ngenContig2518||sp|Q8K2C8.1|","Nontoxin","NT",12.94,16.3,19.67,32.38,45.96,39.32,27.7617
"ngenContig2534||sp|P22129.1|","Nontoxin","NT",10.05,10.66,4.1,13.5,8.82,30.76,12.9817
"ngenContig2543||sp|Q2HJ94.1|","Nontoxin","NT",18.52,31.67,29.91,93.57,37.03,121.57,55.3783
"ngenContig2547||sp|O93277.1|","Nontoxin","NT",6.68,16.48,17.72,33.79,15.51,27.63,19.635
"ngenContig2548||sp|P04692.3|","Nontoxin","NT",0,0.62,0,4.83,0,0.87,1.0533
"ngenContig2549||Tropomyosin","Nontoxin","NT",4.34,4.1,2.84,77.73,3.97,60.5,25.58
"ngenContig254||sp|Q29S14.1|","Nontoxin","NT",20.38,58.34,48.33,126.72,50.08,78.31,63.6933
"ngenContig2567||sp|P26440.2|","Nontoxin","NT",10.89,23.57,24.57,37.59,20.5,28.26,24.23
"ngenContig2570||sp|Q05B58.1|","Nontoxin","NT",8.4,31.98,37.98,28.26,16.42,25.37,24.735
"ngenContig2570||sp|Q63739.1|","Nontoxin","NT",9.38,20.26,26.52,23.84,24.08,31.06,22.5233
"ngenContig2571||sp|Q9NZR1.1|","Nontoxin","NT",0.6,3.58,16.75,14.58,17.5,6.69,9.95
"ngenContig2577||sp|Q9WTZ1.1|","Nontoxin","NT",53.18,117.43,105.45,149.51,52.87,113.42,98.6433
"ngenContig2593||156795at32523__OLF","Nontoxin","NT",1.03,1.25,0.42,130.24,0.41,4.08,22.905
"ngenContig2606||Rad10","Nontoxin","NT",31.98,15.93,23.02,15.11,11.4,54.95,25.3983
"ngenContig2606||sp|Q6Y290.1|","Nontoxin","NT",12.23,22.35,21.53,15.56,10.2,16.62,16.415
"ngenContig2607||sp|P21281.3|","Nontoxin","NT",13.37,29.83,24.15,52.36,32.81,72.29,37.4683
"ngenContig2618||282478at32523__ubiquitin","Nontoxin","NT",89.37,158.64,235.63,44.97,11.9,496.85,172.8933
"ngenContig2636||sp|O60739.2|","Nontoxin","NT",6.22,18.2,11.95,17.25,17.05,35.22,17.6483
"ngenContig2644||sp|Q6PC91.1|","Nontoxin","NT",22.04,61.1,72.91,214.78,53.41,155.78,96.67
"ngenContig2651||UPF0113_N","Nontoxin","NT",14.15,0.08,0,61.93,0.02,56.07,22.0417
"ngenContig2653||sp|Q5ZIT5.1|","Nontoxin","NT",11.79,25.86,27.04,54.45,27.83,48.86,32.6383
"ngenContig2658||sp|Q0P436.1|","Nontoxin","NT",23.88,71.8,0,298.22,41.1,0,72.5
